5 Minutes,Lane 1 Flow (Veh/5 Minutes),Occ,Speed,402555
05/02/2016 00:00,46,0.0081,68.2,100
05/02/2016 00:05,55,0.0109,66.2,100
05/02/2016 00:10,57,0.0107,67.3,100
05/02/2016 00:15,41,0.0074,67.2,100
05/02/2016 00:20,38,0.0077,66.6,100
05/02/2016 00:25,51,0.0093,67.4,100
05/02/2016 00:30,36,0.0059,67.8,100
05/02/2016 00:35,31,0.0056,67.4,100
05/02/2016 00:40,45,0.0084,67.4,100
05/02/2016 00:45,36,0.0065,68.1,100
05/02/2016 00:50,30,0.0053,67.4,100
05/02/2016 00:55,23,0.0051,67,100
05/02/2016 01:00,21,0.0037,66.6,100
05/02/2016 01:05,13,0.0024,67.9,100
05/02/2016 01:10,19,0.0035,67.7,100
05/02/2016 01:15,21,0.0038,68.2,100
05/02/2016 01:20,6,0.0011,68,100
05/02/2016 01:25,17,0.0033,66.8,100
05/02/2016 01:30,17,0.0029,68.2,100
05/02/2016 01:35,15,0.0029,67.7,100
05/02/2016 01:40,12,0.0035,66.3,100
05/02/2016 01:45,14,0.003,66.7,100
05/02/2016 01:50,19,0.0037,67.1,100
05/02/2016 01:55,20,0.0035,67,100
05/02/2016 02:00,13,0.002,67.6,100
05/02/2016 02:05,12,0.0022,68.1,100
05/02/2016 02:10,14,0.0026,68.2,100
05/02/2016 02:15,15,0.0033,66.3,100
05/02/2016 02:20,10,0.0018,66.8,100
05/02/2016 02:25,15,0.0026,67.5,100
05/02/2016 02:30,6,0.0011,67.4,100
05/02/2016 02:35,11,0.002,66.8,100
05/02/2016 02:40,16,0.0032,67.8,100
05/02/2016 02:45,10,0.0015,66.6,100
05/02/2016 02:50,10,0.002,67,100
05/02/2016 02:55,6,0.0012,67.3,100
05/02/2016 03:00,8,0.0015,67.6,100
05/02/2016 03:05,13,0.0023,67.4,100
05/02/2016 03:10,8,0.0021,64.9,100
05/02/2016 03:15,6,0.0011,68.1,100
05/02/2016 03:20,6,0.0012,64.9,100
05/02/2016 03:25,3,0.0025,63,100
05/02/2016 03:30,10,0.0026,66,100
05/02/2016 03:35,7,0.0014,66.4,100
05/02/2016 03:40,11,0.0019,67.7,100
05/02/2016 03:45,9,0.0023,67,100
05/02/2016 03:50,13,0.0028,68.3,100
05/02/2016 03:55,16,0.0029,66.5,100
05/02/2016 04:00,4,0.0008,69.1,100
05/02/2016 04:05,7,0.0012,66.7,100
05/02/2016 04:10,13,0.0026,67.6,100
05/02/2016 04:15,7,0.0013,66.8,100
05/02/2016 04:20,10,0.002,66.8,100
05/02/2016 04:25,15,0.004,65.9,100
05/02/2016 04:30,10,0.0025,67.5,100
05/02/2016 04:35,15,0.0032,66.9,100
05/02/2016 04:40,13,0.0023,67.8,100
05/02/2016 04:45,22,0.0038,66.5,100
05/02/2016 04:50,32,0.0073,67.1,100
05/02/2016 04:55,20,0.0036,67.6,100
05/02/2016 05:00,26,0.0061,66.4,100
05/02/2016 05:05,32,0.0066,66.3,100
05/02/2016 05:10,19,0.0035,67.2,100
05/02/2016 05:15,22,0.004,66.9,100
05/02/2016 05:20,19,0.0039,66.2,100
05/02/2016 05:25,30,0.0056,67.4,100
05/02/2016 05:30,41,0.0073,67.1,100
05/02/2016 05:35,35,0.0066,67.8,100
05/02/2016 05:40,46,0.0088,67.4,100
05/02/2016 05:45,28,0.0053,68.2,100
05/02/2016 05:50,29,0.0059,67,100
05/02/2016 05:55,38,0.0079,66.6,100
05/02/2016 06:00,39,0.0073,66.3,100
05/02/2016 06:05,77,0.0138,67.6,100
05/02/2016 06:10,60,0.0111,67,100
05/02/2016 06:15,92,0.0171,67.1,100
05/02/2016 06:20,76,0.0129,67.4,100
05/02/2016 06:25,72,0.0142,66.3,100
05/02/2016 06:30,98,0.0178,67.7,100
05/02/2016 06:35,127,0.023,67.4,100
05/02/2016 06:40,137,0.0239,67.7,100
05/02/2016 06:45,161,0.0289,67.8,100
05/02/2016 06:50,114,0.0225,66.2,100
05/02/2016 06:55,139,0.0275,65.8,100
05/02/2016 07:00,141,0.0264,65.4,100
05/02/2016 07:05,137,0.0254,65.3,100
05/02/2016 07:10,180,0.0332,65.5,100
05/02/2016 07:15,177,0.0325,65.7,100
05/02/2016 07:20,234,0.0442,65,100
05/02/2016 07:25,201,0.0372,65.8,100
05/02/2016 07:30,202,0.0369,65.9,100
05/02/2016 07:35,236,0.0413,67.2,100
05/02/2016 07:40,225,0.0381,68.4,100
05/02/2016 07:45,254,0.0459,67.4,100
05/02/2016 07:50,269,0.0521,64.9,100
05/02/2016 07:55,246,0.0436,66.1,100
05/02/2016 08:00,279,0.0512,66.3,100
05/02/2016 08:05,264,0.0459,67.7,100
05/02/2016 08:10,261,0.0446,69.1,100
05/02/2016 08:15,255,0.0461,67.8,100
05/02/2016 08:20,269,0.0511,66.3,100
05/02/2016 08:25,280,0.0521,65.9,100
05/02/2016 08:30,243,0.0449,65.7,100
05/02/2016 08:35,254,0.0472,65.7,100
05/02/2016 08:40,275,0.0514,65.4,100
05/02/2016 08:45,277,0.0508,65.6,100
05/02/2016 08:50,283,0.0508,66.1,100
05/02/2016 08:55,250,0.0445,67.3,100
05/02/2016 09:00,227,0.0414,66.7,100
05/02/2016 09:05,220,0.0394,67.8,100
05/02/2016 09:10,206,0.0377,67.1,100
05/02/2016 09:15,257,0.0479,66.8,100
05/02/2016 09:20,243,0.046,65.9,100
05/02/2016 09:25,245,0.0462,65.2,100
05/02/2016 09:30,231,0.0462,63.2,100
05/02/2016 09:35,233,0.045,63.6,100
05/02/2016 09:40,243,0.0481,62.7,100
05/02/2016 09:45,213,0.0402,63.3,100
05/02/2016 09:50,187,0.0355,63.2,100
05/02/2016 09:55,193,0.036,63.8,100
05/02/2016 10:00,209,0.0421,63.5,100
05/02/2016 10:05,226,0.0434,64.4,100
05/02/2016 10:10,246,0.0467,64.6,100
05/02/2016 10:15,205,0.039,64.6,100
05/02/2016 10:20,201,0.0388,64.3,100
05/02/2016 10:25,240,0.047,64.3,100
05/02/2016 10:30,225,0.043,64.3,100
05/02/2016 10:35,224,0.0445,63.4,100
05/02/2016 10:40,187,0.035,64.9,100
05/02/2016 10:45,223,0.045,63.1,100
05/02/2016 10:50,223,0.0429,64,100
05/02/2016 10:55,240,0.0455,64.6,100
05/02/2016 11:00,194,0.0404,62.3,100
05/02/2016 11:05,211,0.0384,64.7,100
05/02/2016 11:10,239,0.0478,63.6,100
05/02/2016 11:15,213,0.0414,64,100
05/02/2016 11:20,206,0.0539,61.3,100
05/02/2016 11:25,240,0.046,62.5,100
05/02/2016 11:30,217,0.0419,63.3,100
05/02/2016 11:35,206,0.0381,65.3,100
05/02/2016 11:40,215,0.0444,62.8,100
05/02/2016 11:45,271,0.0561,61.9,100
05/02/2016 11:50,197,0.0403,61.5,100
05/02/2016 11:55,253,0.0494,63.1,100
05/02/2016 12:00,218,0.0433,62,100
05/02/2016 12:05,202,0.0378,63.7,100
05/02/2016 12:10,190,0.0442,60.9,100
05/02/2016 12:15,173,0.031,64,100
05/02/2016 12:20,213,0.0401,64.5,100
05/02/2016 12:25,163,0.0304,64.4,100
05/02/2016 12:30,76,0.0146,65.5,100
05/02/2016 12:35,169,0.0316,64.6,100
05/02/2016 12:40,143,0.0278,63.8,100
05/02/2016 12:45,196,0.0369,63.6,100
05/02/2016 12:50,231,0.0452,63,100
05/02/2016 12:55,209,0.0412,63,100
05/02/2016 13:00,199,0.0425,60.3,100
05/02/2016 13:05,99,0.0193,61.9,100
05/02/2016 13:10,132,0.0274,62.6,100
05/02/2016 13:15,146,0.0287,61.8,100
05/02/2016 13:20,176,0.0333,63,100
05/02/2016 13:25,60,0.0116,66.6,100
05/02/2016 13:30,87,0.0164,66,100
05/02/2016 13:35,56,0.0102,67.1,100
05/02/2016 13:40,162,0.0315,65.6,100
05/02/2016 13:45,164,0.0316,64.4,100
05/02/2016 13:50,108,0.0204,65.4,100
05/02/2016 13:55,80,0.0151,66,100
05/02/2016 14:00,96,0.0173,67.4,100
05/02/2016 14:05,30,0.0085,67.8,100
05/02/2016 14:10,73,0.0151,66.1,100
05/02/2016 14:15,180,0.034,65.2,100
05/02/2016 14:20,177,0.032,66.5,100
05/02/2016 14:25,194,0.0369,65.1,100
05/02/2016 14:30,114,0.0208,66.2,100
05/02/2016 14:35,136,0.0257,65.7,100
05/02/2016 14:40,0,0,65.8,100
05/02/2016 14:45,334,0.0625,65,100
05/02/2016 14:50,353,0.0675,64.1,100
05/02/2016 14:55,128,0.0241,64.5,100
05/02/2016 15:00,202,0.0359,64.8,100
05/02/2016 15:05,223,0.044,62.3,100
05/02/2016 15:10,75,0.0144,63.9,100
05/02/2016 15:15,149,0.0282,64.8,100
05/02/2016 15:20,73,0.0142,66.4,100
05/02/2016 15:25,206,0.0361,65.8,100
05/02/2016 15:30,172,0.0319,64.5,100
05/02/2016 15:35,379,0.0721,62.4,100
05/02/2016 15:40,445,0.0843,61.3,100
05/02/2016 15:45,417,0.0791,60.7,100
05/02/2016 15:50,312,0.0555,62.2,100
05/02/2016 15:55,356,0.0657,61.9,100
05/02/2016 16:00,420,0.0806,61.7,100
05/02/2016 16:05,447,0.0898,61.3,100
05/02/2016 16:10,420,0.0791,61.9,100
05/02/2016 16:15,436,0.0837,61.6,100
05/02/2016 16:20,398,0.0758,61.6,100
05/02/2016 16:25,431,0.0834,61.7,100
05/02/2016 16:30,403,0.077,61.5,100
05/02/2016 16:35,452,0.083,62.9,100
05/02/2016 16:40,416,0.082,61.5,100
05/02/2016 16:45,393,0.0741,62.1,100
05/02/2016 16:50,429,0.0787,63.2,100
05/02/2016 16:55,392,0.0738,62.6,100
05/02/2016 17:00,396,0.0725,63.4,100
05/02/2016 17:05,386,0.0701,64.1,100
05/02/2016 17:10,386,0.0706,64.3,100
05/02/2016 17:15,348,0.0617,65.3,100
05/02/2016 17:20,352,0.0635,64.7,100
05/02/2016 17:25,420,0.0729,66.1,100
05/02/2016 17:30,376,0.0683,65.2,100
05/02/2016 17:35,390,0.0695,65.6,100
05/02/2016 17:40,435,0.0798,64.7,100
05/02/2016 17:45,401,0.0742,64,100
05/02/2016 17:50,426,0.0887,61.9,100
05/02/2016 17:55,423,0.0791,62.2,100
05/02/2016 18:00,418,0.0735,64.6,100
05/02/2016 18:05,398,0.0711,65.6,100
05/02/2016 18:10,362,0.0674,64.6,100
05/02/2016 18:15,394,0.072,65,100
05/02/2016 18:20,409,0.0738,65.2,100
05/02/2016 18:25,397,0.0694,66.3,100
05/02/2016 18:30,338,0.0605,66,100
05/02/2016 18:35,361,0.0645,66.3,100
05/02/2016 18:40,365,0.0639,67.1,100
05/02/2016 18:45,411,0.0726,67,100
05/02/2016 18:50,351,0.0636,66.2,100
05/02/2016 18:55,345,0.0606,66.6,100
05/02/2016 19:00,334,0.0602,66.1,100
05/02/2016 19:05,308,0.0537,66.8,100
05/02/2016 19:10,296,0.0545,65.8,100
05/02/2016 19:15,310,0.0574,65.4,100
05/02/2016 19:20,306,0.0566,64.9,100
05/02/2016 19:25,280,0.0488,66.1,100
05/02/2016 19:30,258,0.0441,67.3,100
05/02/2016 19:35,268,0.0481,66.6,100
05/02/2016 19:40,267,0.0465,67.6,100
05/02/2016 19:45,245,0.0423,67.4,100
05/02/2016 19:50,252,0.0441,67.3,100
05/02/2016 19:55,226,0.0419,65.6,100
05/02/2016 20:00,233,0.042,65.9,100
05/02/2016 20:05,179,0.0312,66.2,100
05/02/2016 20:10,225,0.0399,66.8,100
05/02/2016 20:15,196,0.0354,66,100
05/02/2016 20:20,183,0.0324,66.1,100
05/02/2016 20:25,183,0.0329,66.5,100
05/02/2016 20:30,185,0.0336,65.9,100
05/02/2016 20:35,183,0.0335,65.6,100
05/02/2016 20:40,208,0.0371,66.3,100
05/02/2016 20:45,165,0.0319,64.2,100
05/02/2016 20:50,145,0.0256,65.4,100
05/02/2016 20:55,157,0.0291,66.4,100
05/02/2016 21:00,170,0.0313,66.7,100
05/02/2016 21:05,181,0.0337,66.8,100
05/02/2016 21:10,174,0.0322,66.2,100
05/02/2016 21:15,162,0.031,66.1,100
05/02/2016 21:20,146,0.0259,67.5,100
05/02/2016 21:25,168,0.0307,67.1,100
05/02/2016 21:30,156,0.0276,68,100
05/02/2016 21:35,158,0.0284,67.9,100
05/02/2016 21:40,133,0.0247,66.9,100
05/02/2016 21:45,127,0.0221,68,100
05/02/2016 21:50,121,0.022,68.4,100
05/02/2016 21:55,156,0.0292,67.8,100
05/02/2016 22:00,134,0.0236,68.3,100
05/02/2016 22:05,119,0.0207,68.6,100
05/02/2016 22:10,128,0.0229,67.5,100
05/02/2016 22:15,119,0.0229,66.4,100
05/02/2016 22:20,147,0.0264,67.2,100
05/02/2016 22:25,122,0.0212,68.2,100
05/02/2016 22:30,130,0.023,68,100
05/02/2016 22:35,101,0.0183,67.8,100
05/02/2016 22:40,102,0.018,67.9,100
05/02/2016 22:45,94,0.0168,67.2,100
05/02/2016 22:50,102,0.0197,66.9,100
05/02/2016 22:55,69,0.0141,66.7,100
05/02/2016 23:00,72,0.0117,68.5,100
05/02/2016 23:05,77,0.0137,67.5,100
05/02/2016 23:10,57,0.0096,68.2,100
05/02/2016 23:15,76,0.0138,66.6,100
05/02/2016 23:20,61,0.0109,67.3,100
05/02/2016 23:25,61,0.0115,67.2,100
05/02/2016 23:30,49,0.009,66.4,100
05/02/2016 23:35,68,0.012,67.8,100
05/02/2016 23:40,52,0.0095,67.8,100
05/02/2016 23:45,59,0.011,67.2,100
05/02/2016 23:50,48,0.0079,68.1,100
05/02/2016 23:55,66,0.0126,66.7,100
05/03/2016 00:00,49,0.0083,67.2,100
05/03/2016 00:05,40,0.0068,67.9,100
05/03/2016 00:10,40,0.0069,67.7,100
05/03/2016 00:15,45,0.0078,68.4,100
05/03/2016 00:20,29,0.0045,68.4,100
05/03/2016 00:25,28,0.0049,67.9,100
05/03/2016 00:30,33,0.0057,67.9,100
05/03/2016 00:35,36,0.006,68.1,100
05/03/2016 00:40,32,0.0055,68,100
05/03/2016 00:45,26,0.005,66.8,100
05/03/2016 00:50,34,0.0057,68.3,100
05/03/2016 00:55,29,0.0057,67.2,100
05/03/2016 01:00,20,0.0035,67.7,100
05/03/2016 01:05,25,0.0048,67,100
05/03/2016 01:10,19,0.0032,67.5,100
05/03/2016 01:15,17,0.0037,68,100
05/03/2016 01:20,15,0.0025,68,100
05/03/2016 01:25,17,0.0029,67.8,100
05/03/2016 01:30,16,0.0025,67.5,100
05/03/2016 01:35,17,0.0034,67.3,100
05/03/2016 01:40,10,0.0015,68.5,100
05/03/2016 01:45,19,0.0036,67.2,100
05/03/2016 01:50,16,0.0031,66.8,100
05/03/2016 01:55,11,0.002,67.8,100
05/03/2016 02:00,9,0.0014,66.8,100
05/03/2016 02:05,11,0.0019,67.7,100
05/03/2016 02:10,14,0.0022,68.6,100
05/03/2016 02:15,14,0.0023,66.9,100
05/03/2016 02:20,8,0.0027,67.1,100
05/03/2016 02:25,13,0.0016,68.3,100
05/03/2016 02:30,11,0.0019,68,100
05/03/2016 02:35,7,0.0013,67.2,100
05/03/2016 02:40,12,0.0022,67.2,100
05/03/2016 02:45,6,0.0013,67,100
05/03/2016 02:50,6,0.0015,66.8,100
05/03/2016 02:55,8,0.0019,67.7,100
05/03/2016 03:00,9,0.0017,67.4,100
05/03/2016 03:05,7,0.0015,66.9,100
05/03/2016 03:10,5,0.0009,67.1,100
05/03/2016 03:15,8,0.0016,67,100
05/03/2016 03:20,3,0.0004,67.5,100
05/03/2016 03:25,6,0.0012,66.6,100
05/03/2016 03:30,7,0.0012,67.2,100
05/03/2016 03:35,11,0.0044,65,100
05/03/2016 03:40,9,0.0015,67.4,100
05/03/2016 03:45,7,0.0014,66.4,100
05/03/2016 03:50,16,0.0032,67.5,100
05/03/2016 03:55,19,0.0035,67.4,100
05/03/2016 04:00,3,0.0005,68.5,100
05/03/2016 04:05,8,0.0015,68.6,100
05/03/2016 04:10,5,0.0009,67.9,100
05/03/2016 04:15,3,0.0007,67.2,100
05/03/2016 04:20,15,0.003,66.7,100
05/03/2016 04:25,9,0.0032,65.7,100
05/03/2016 04:30,19,0.0047,65.9,100
05/03/2016 04:35,15,0.0028,65.9,100
05/03/2016 04:40,15,0.0029,67.2,100
05/03/2016 04:45,25,0.0058,66.7,100
05/03/2016 04:50,17,0.0034,66.7,100
05/03/2016 04:55,22,0.0044,67,100
05/03/2016 05:00,22,0.0054,65.9,100
05/03/2016 05:05,28,0.0053,65.9,100
05/03/2016 05:10,25,0.0046,67.7,100
05/03/2016 05:15,25,0.0044,66.9,100
05/03/2016 05:20,30,0.006,67.1,100
05/03/2016 05:25,38,0.0095,65.8,100
05/03/2016 05:30,26,0.0051,66.4,100
05/03/2016 05:35,46,0.0078,67.6,100
05/03/2016 05:40,48,0.0091,67.2,100
05/03/2016 05:45,45,0.0073,68.1,100
05/03/2016 05:50,48,0.009,67.8,100
05/03/2016 05:55,52,0.0095,68.7,100
05/03/2016 06:00,60,0.0111,67.3,100
05/03/2016 06:05,75,0.0134,66.8,100
05/03/2016 06:10,66,0.0112,68.4,100
05/03/2016 06:15,78,0.0146,67.5,100
05/03/2016 06:20,77,0.0132,68.5,100
05/03/2016 06:25,88,0.0156,67.6,100
05/03/2016 06:30,94,0.0168,68,100
05/03/2016 06:35,115,0.0207,68.1,100
05/03/2016 06:40,144,0.0278,67.1,100
05/03/2016 06:45,145,0.0267,66.5,100
05/03/2016 06:50,136,0.0237,67.8,100
05/03/2016 06:55,121,0.0212,68.1,100
05/03/2016 07:00,141,0.026,66.9,100
05/03/2016 07:05,162,0.0309,65.8,100
05/03/2016 07:10,151,0.0263,67.3,100
05/03/2016 07:15,199,0.036,67.3,100
05/03/2016 07:20,212,0.0403,66.4,100
05/03/2016 07:25,187,0.0315,68.2,100
05/03/2016 07:30,244,0.0446,67.5,100
05/03/2016 07:35,246,0.0415,69.2,100
05/03/2016 07:40,224,0.038,69.6,100
05/03/2016 07:45,251,0.0451,68.6,100
05/03/2016 07:50,267,0.0494,66.7,100
05/03/2016 07:55,256,0.0469,67.1,100
05/03/2016 08:00,252,0.0436,67.9,100
05/03/2016 08:05,250,0.0449,67.6,100
05/03/2016 08:10,235,0.0416,67.8,100
05/03/2016 08:15,258,0.0456,68.1,100
05/03/2016 08:20,270,0.0488,67.3,100
05/03/2016 08:25,266,0.0508,65.7,100
05/03/2016 08:30,271,0.0485,66.3,100
05/03/2016 08:35,240,0.0412,68.3,100
05/03/2016 08:40,258,0.047,67.7,100
05/03/2016 08:45,290,0.0516,67.9,100
05/03/2016 08:50,233,0.0426,66.6,100
05/03/2016 08:55,292,0.0535,66.5,100
05/03/2016 09:00,231,0.0407,67.4,100
05/03/2016 09:05,242,0.0423,68.2,100
05/03/2016 09:10,215,0.0391,67.8,100
05/03/2016 09:15,276,0.0489,68,100
05/03/2016 09:20,237,0.0436,66.8,100
05/03/2016 09:25,268,0.0504,65.8,100
05/03/2016 09:30,197,0.036,65.8,100
05/03/2016 09:35,217,0.0414,64.5,100
05/03/2016 09:40,211,0.0397,64.6,100
05/03/2016 09:45,238,0.0447,64.8,100
05/03/2016 09:50,186,0.0357,64.4,100
05/03/2016 09:55,178,0.0334,64.3,100
05/03/2016 10:00,199,0.0376,64.4,100
05/03/2016 10:05,201,0.0385,63.7,100
05/03/2016 10:10,213,0.039,65.2,100
05/03/2016 10:15,223,0.0423,64.6,100
05/03/2016 10:20,182,0.0321,66.3,100
05/03/2016 10:25,218,0.0424,64.6,100
05/03/2016 10:30,209,0.0393,64.7,100
05/03/2016 10:35,219,0.041,64.2,100
05/03/2016 10:40,192,0.0377,63.7,100
05/03/2016 10:45,215,0.0429,63.1,100
05/03/2016 10:50,197,0.0375,63,100
05/03/2016 10:55,196,0.0379,63.1,100
05/03/2016 11:00,211,0.037,65.8,100
05/03/2016 11:05,223,0.0417,65.4,100
05/03/2016 11:10,165,0.0321,64.4,100
05/03/2016 11:15,212,0.039,65.3,100
05/03/2016 11:20,198,0.0371,65.1,100
05/03/2016 11:25,217,0.0431,63.8,100
05/03/2016 11:30,230,0.0448,63.5,100
05/03/2016 11:35,191,0.0369,63.3,100
05/03/2016 11:40,250,0.0484,63.6,100
05/03/2016 11:45,204,0.0397,63.1,100
05/03/2016 11:50,226,0.0496,61.1,100
05/03/2016 11:55,218,0.0407,63.1,100
05/03/2016 12:00,220,0.042,63.4,100
05/03/2016 12:05,237,0.0446,64.8,100
05/03/2016 12:10,261,0.0539,62.1,100
05/03/2016 12:15,256,0.0478,63.8,100
05/03/2016 12:20,225,0.0434,63.4,100
05/03/2016 12:25,253,0.0483,64,100
05/03/2016 12:30,246,0.0454,65.1,100
05/03/2016 12:35,230,0.0408,66.7,100
05/03/2016 12:40,255,0.0479,65.5,100
05/03/2016 12:45,255,0.0513,63.3,100
05/03/2016 12:50,270,0.0497,64.8,100
05/03/2016 12:55,245,0.0468,64.4,100
05/03/2016 13:00,251,0.0484,63.6,100
05/03/2016 13:05,236,0.0423,65,100
05/03/2016 13:10,224,0.0415,64.9,100
05/03/2016 13:15,244,0.0492,62.8,100
05/03/2016 13:20,279,0.0545,62.3,100
05/03/2016 13:25,273,0.0534,62.2,100
05/03/2016 13:30,266,0.0514,62.3,100
05/03/2016 13:35,288,0.0535,63.8,100
05/03/2016 13:40,172,0.032,64.6,100
05/03/2016 13:45,129,0.025,63.8,100
05/03/2016 13:50,98,0.0203,64.6,100
05/03/2016 13:55,187,0.0363,64,100
05/03/2016 14:00,180,0.0345,63.9,100
05/03/2016 14:05,214,0.0402,64.1,100
05/03/2016 14:10,201,0.038,64.4,100
05/03/2016 14:15,64,0.0122,66.2,100
05/03/2016 14:20,106,0.0184,67.1,100
05/03/2016 14:25,82,0.016,67.1,100
05/03/2016 14:30,28,0.0049,68.2,100
05/03/2016 14:35,94,0.0164,68.4,100
05/03/2016 14:40,45,0.008,69.4,100
05/03/2016 14:45,89,0.0175,68.3,100
05/03/2016 14:50,187,0.0333,67.8,100
05/03/2016 14:55,243,0.0459,65.9,100
05/03/2016 15:00,77,0.0152,66.7,100
05/03/2016 15:05,141,0.0265,65.1,100
05/03/2016 15:10,91,0.0163,66.1,100
05/03/2016 15:15,118,0.0219,65.7,100
05/03/2016 15:20,89,0.0171,66.3,100
05/03/2016 15:25,268,0.0498,63.4,100
05/03/2016 15:30,298,0.0565,61.1,100
05/03/2016 15:35,138,0.0244,63.9,100
05/03/2016 15:40,273,0.0516,61.6,100
05/03/2016 15:45,200,0.0355,62.9,100
05/03/2016 15:50,380,0.0722,60.3,100
05/03/2016 15:55,259,0.0457,61.8,100
05/03/2016 16:00,365,0.079,58.8,100
05/03/2016 16:05,321,0.0631,58,100
05/03/2016 16:10,84,0.0152,63,100
05/03/2016 16:15,381,0.0716,61.1,100
05/03/2016 16:20,349,0.0634,61.3,100
05/03/2016 16:25,351,0.0649,60.8,100
05/03/2016 16:30,298,0.0557,60.4,100
05/03/2016 16:35,276,0.0559,58.4,100
05/03/2016 16:40,368,0.0704,58.4,100
05/03/2016 16:45,421,0.0789,59.3,100
05/03/2016 16:50,412,0.0754,60.2,100
05/03/2016 16:55,456,0.0819,60.7,100
05/03/2016 17:00,363,0.066,61.5,100
05/03/2016 17:05,428,0.0812,60.5,100
05/03/2016 17:10,381,0.0706,61,100
05/03/2016 17:15,409,0.0763,60.6,100
05/03/2016 17:20,432,0.0784,61.5,100
05/03/2016 17:25,297,0.0554,62.5,100
05/03/2016 17:30,240,0.0451,63.2,100
05/03/2016 17:35,264,0.0454,65.2,100
05/03/2016 17:40,321,0.0609,62.6,100
05/03/2016 17:45,431,0.0988,58.8,100
05/03/2016 17:50,448,0.0844,59.1,100
05/03/2016 17:55,441,0.0825,60,100
05/03/2016 18:00,439,0.0825,61.9,100
05/03/2016 18:05,448,0.081,63.9,100
05/03/2016 18:10,431,0.0797,64.3,100
05/03/2016 18:15,458,0.0879,63.5,100
05/03/2016 18:20,428,0.0814,63.3,100
05/03/2016 18:25,454,0.0861,63.2,100
05/03/2016 18:30,449,0.0845,63.6,100
05/03/2016 18:35,411,0.0725,65.7,100
05/03/2016 18:40,384,0.0739,64,100
05/03/2016 18:45,387,0.0702,65.3,100
05/03/2016 18:50,330,0.0614,64.7,100
05/03/2016 18:55,346,0.063,65.2,100
05/03/2016 19:00,353,0.064,65.2,100
05/03/2016 19:05,367,0.0668,65.1,100
05/03/2016 19:10,299,0.0527,66,100
05/03/2016 19:15,348,0.0625,66.1,100
05/03/2016 19:20,328,0.0618,64.7,100
05/03/2016 19:25,284,0.051,65.4,100
05/03/2016 19:30,310,0.058,64.5,100
05/03/2016 19:35,314,0.0554,65.9,100
05/03/2016 19:40,274,0.05,65.4,100
05/03/2016 19:45,264,0.0482,65.1,100
05/03/2016 19:50,249,0.0426,66.4,100
05/03/2016 19:55,292,0.0533,66,100
05/03/2016 20:00,250,0.0441,66.1,100
05/03/2016 20:05,234,0.0426,65.4,100
05/03/2016 20:10,223,0.0397,65.7,100
05/03/2016 20:15,223,0.0423,64.4,100
05/03/2016 20:20,234,0.0433,63.8,100
05/03/2016 20:25,206,0.0371,65,100
05/03/2016 20:30,221,0.0396,65.2,100
05/03/2016 20:35,222,0.0491,61.4,100
05/03/2016 20:40,179,0.0327,62.7,100
05/03/2016 20:45,218,0.0418,62.7,100
05/03/2016 20:50,181,0.0344,62.4,100
05/03/2016 20:55,200,0.0367,63.5,100
05/03/2016 21:00,198,0.0372,64.9,100
05/03/2016 21:05,159,0.0285,66.6,100
05/03/2016 21:10,179,0.0318,67.5,100
05/03/2016 21:15,176,0.0312,68,100
05/03/2016 21:20,170,0.0312,68,100
05/03/2016 21:25,180,0.0333,66.9,100
05/03/2016 21:30,162,0.0299,67.1,100
05/03/2016 21:35,158,0.0276,68.5,100
05/03/2016 21:40,156,0.0282,67.9,100
05/03/2016 21:45,150,0.0268,68,100
05/03/2016 21:50,148,0.0267,68.3,100
05/03/2016 21:55,142,0.0265,67.4,100
05/03/2016 22:00,141,0.0254,67.5,100
05/03/2016 22:05,146,0.0271,66.8,100
05/03/2016 22:10,140,0.025,67,100
05/03/2016 22:15,164,0.0309,66.2,100
05/03/2016 22:20,196,0.0364,65.8,100
05/03/2016 22:25,174,0.032,65.8,100
05/03/2016 22:30,135,0.0246,66.1,100
05/03/2016 22:35,131,0.0246,65.7,100
05/03/2016 22:40,109,0.0208,65.6,100
05/03/2016 22:45,127,0.0225,66.5,100
05/03/2016 22:50,96,0.0183,66.5,100
05/03/2016 22:55,97,0.0169,67.6,100
05/03/2016 23:00,89,0.0157,67.2,100
05/03/2016 23:05,93,0.0167,67.5,100
05/03/2016 23:10,82,0.0141,67.7,100
05/03/2016 23:15,80,0.014,68.5,100
05/03/2016 23:20,90,0.0159,68.5,100
05/03/2016 23:25,82,0.0141,68.5,100
05/03/2016 23:30,66,0.0119,68.1,100
05/03/2016 23:35,68,0.012,68,100
05/03/2016 23:40,66,0.0114,68.1,100
05/03/2016 23:45,72,0.0134,67.5,100
05/03/2016 23:50,78,0.0162,68.2,100
05/03/2016 23:55,53,0.0095,67.4,100
05/04/2016 00:00,43,0.0069,67.4,100
05/04/2016 00:05,54,0.0097,67.3,100
05/04/2016 00:10,48,0.009,67.1,100
05/04/2016 00:15,50,0.0088,67.9,100
05/04/2016 00:20,48,0.0087,67.7,100
05/04/2016 00:25,54,0.0091,68.1,100
05/04/2016 00:30,27,0.0049,68.3,100
05/04/2016 00:35,30,0.0053,67.7,100
05/04/2016 00:40,37,0.0072,67.5,100
05/04/2016 00:45,35,0.0066,67.3,100
05/04/2016 00:50,25,0.0044,67.5,100
05/04/2016 00:55,34,0.0068,68.5,100
05/04/2016 01:00,24,0.0043,67.9,100
