loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.06455013246600112,548869.4725752294,0.03351542726159096,291.8666687011719
0.03483646964474848,328189.5729720027,0.013030782341957092,139.42201232910156
0.01826746700246045,187038.37455176527,0.014516221359372139,34.261749267578125
0.014983769771619896,148803.50385150715,0.01048020739108324,81.7817153930664
0.015737129469293926,104818.404472879,0.009596454910933971,25.446632385253906
0.013444901863203388,151650.42874325387,0.013435697183012962,131.62432861328125
0.013486938788767364,151569.44363435885,0.012018001638352871,35.084815979003906
0.012703454465747657,69405.13878238198,0.007307596504688263,55.04831314086914
0.010657636825465859,176238.94150645344,0.006404392421245575,37.092491149902344
0.011252022357378497,92928.76337250555,0.01226004771888256,93.47109985351562
0.010910857837537986,90573.44855092553,0.007002349942922592,56.718902587890625
0.009236827831997212,115816.98858353043,0.017836568877100945,108.88699340820312
0.010036385608714546,99376.47657220326,0.008309326134622097,22.799266815185547
0.008501191248691245,89804.03220422815,0.017084425315260887,33.11635971069336
0.010072015179210752,159825.2558145377,0.009390026330947876,25.399139404296875
0.008169884003472369,101591.63343799359,0.006422488484531641,21.46039581298828
0.008260803401757671,99917.70923388038,0.011228793300688267,35.36319351196289
0.008074976562872276,153900.46449475823,0.005624552723020315,20.943082809448242
0.007845913884026187,89928.87176110165,0.005829330068081617,24.984729766845703
0.007290322213219071,120489.34961520518,0.008200489915907383,52.52362823486328
0.007899414513165368,114356.9112877374,0.006146819330751896,25.33938217163086
0.007380211068745714,123804.43554842258,0.006650059949606657,35.71339797973633
0.006774439149192693,116019.73943943206,0.008213178254663944,27.676177978515625
0.006544134665423521,99876.57259741239,0.00470759579911828,27.74828338623047
0.0063877187862608435,128116.30653353184,0.01124426070600748,72.43455505371094
0.006724042560376017,104274.61763208368,0.0046539464965462685,18.04035186767578
0.006332335687991481,119094.82776259306,0.005957866553217173,28.619308471679688
0.0060538995251546174,132536.85515433186,0.004739049356430769,34.83045196533203
0.005968463750675362,105922.78981356735,0.006456632167100906,33.510921478271484
0.005398127815711663,113134.84959700498,0.006895193364471197,30.18485450744629
0.005833962531212262,91844.99168171588,0.004931448958814144,17.414073944091797
0.005211020799666502,85628.12527232984,0.004417335148900747,28.974123001098633
0.005229915239781746,91729.48301776376,0.005547001492232084,21.662405014038086
0.004987309658030616,109254.1299129477,0.003915879409760237,19.568836212158203
0.0046932810042085585,75480.7249101358,0.004187965765595436,32.90802001953125
0.00458212836004519,99892.92379011988,0.003858432872220874,23.975191116333008
0.004362005160109259,120765.65279394102,0.004641244653612375,17.577598571777344
0.004452586450507031,93658.96629601528,0.003512774594128132,30.93407440185547
